fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;great
05.июл;0.37;0.3;01.янв;0.029;24;88;0.98883;мар.18;0.39;11.июл;6;1
07.сен;0.25;0.35;06.июл;0.039;22;64;0.99362;фев.93;0.49;10.июл;5;0
07.фев;0.21;0.28;02.июл;0.033;38;94;0.99075;фев.99;0.43;11.авг;7;1
7;0.24;0.3;06.июл;0.039;37;125;0.99436;03.фев;0.39;09.сен;5;0
06.авг;0.475;0.33;мар.95;0.047;16;81;0.98988;мар.23;0.53;13.апр;7;1
7;0.28;0.32;июл.75;0.032;30;114;0.99158;03.дек;0.64;12.авг;7;1
06.сен;0.4;0.3;10.июн;0.033;24;87;0.99265;мар.15;0.45;12.авг;6;1
06.июн;0.41;0.31;01.июн;0.042;18;101;0.99195;мар.13;0.41;10.май;5;0
06.апр;0.2;0.28;02.май;0.032;24;84;0.99168;мар.31;0.55;11.май;5;0
08.май;0.22;0.34;0.7;0.04;5;25;0.9918;03.апр;0.37;10.май;4;0
08.апр;0.36;0.36;11.янв;0.032;21;132;0.99313;фев.95;0.39;13;6;1
05.фев;0.285;0.29;май.15;0.035;64;138;0.9895;мар.19;0.34;12.апр;8;1
06.сен;0.2;0.3;04.июл;0.041;40;148;0.9932;мар.16;0.35;10.фев;6;1
06.июл;0.42;0.46;09.июл;0.054;67;234;0.99848;мар.23;0.5;9;5;0
06.фев;0.16;0.34;01.июл;0.038;85;153;0.9909;мар.33;0.86;12;7;1
06.апр;0.125;0.36;01.апр;0.044;22;68;0.99014;мар.15;0.5;11.июл;7;1
06.апр;0.44;0.26;2;0.054;20;180;0.9952;мар.58;0.57;10;5;0
7;0.31;0.39;07.май;0.055;42;218;0.99652;мар.37;0.54;10.мар;5;0
06.июл;0.42;0.46;09.июл;0.054;67;234;0.99848;мар.23;0.5;9;5;0
08.июн;0.18;0.28;0.8;0.032;25;78;0.99104;фев.99;0.38;11.янв;5;0
06.фев;0.21;0.26;13.янв;0.05;59;150;0.99772;мар.31;0.46;9;5;0
06.янв;0.16;0.37;01.янв;0.031;37;97;0.9922;03.апр;0.58;10.май;6;1
06.май;0.22;0.32;02.фев;0.028;36;92;0.99076;мар.27;0.59;11.сен;7;1
06.фев;0.36;0.14;08.сен;0.036;38;155;0.99622;мар.27;0.5;09.апр;5;0
05.июл;0.21;0.25;01.янв;0.035;26;81;0.9902;мар.31;0.52;11.апр;6;1
06.апр;0.25;0.32;0.9;0.034;40;114;0.99114;мар.31;0.58;10.авг;7;1
07.июн;0.31;0.26;01.июл;0.073;40;157;0.9938;03.янв;0.46;09.авг;5;0
06.июн;0.26;0.46;06.сен;0.047;59;183;0.99594;03.фев;0.45;09.мар;5;0
05.июл;0.21;0.25;01.янв;0.035;26;81;0.9902;мар.31;0.52;11.апр;6;1
06.фев;0.2;0.31;1;0.031;22;73;0.99035;мар.24;0.52;11.мар;6;1
06.фев;0.18;0.3;1;0.031;23;73;0.99032;мар.23;0.52;11.мар;6;1
06.янв;0.37;0.2;07.июн;0.031;49;170;0.99558;мар.22;0.48;09.май;5;0
06.фев;0.36;0.14;08.сен;0.036;38;155;0.99622;мар.27;0.5;09.апр;5;0
06.май;0.22;0.32;02.фев;0.028;36;92;0.99076;мар.27;0.59;11.сен;7;1
07.июл;0.18;0.3;01.фев;0.046;49;199;0.99413;03.мар;0.38;09.мар;5;0
06.сен;0.14;0.38;1;0.041;22;81;0.99043;03.мар;0.54;11.апр;6;1
06.сен;0.14;0.38;1;0.041;22;81;0.99043;03.мар;0.54;11.апр;6;1
6;0.44;0.26;03.янв;0.053;57;128;0.98982;мар.22;0.39;12.июл;6;1
07.янв;0.36;0.4;янв.95;0.033;26;118;0.98934;03.фев;0.45;13.май;7;1
05.июл;0.28;0.28;02.фев;0.019;15;65;0.9902;03.июн;0.52;11.фев;6;1
06.апр;0.16;0.32;авг.75;0.038;38;118;0.99449;мар.19;0.41;10.июл;5;0
07.апр;0.28;0.4;11.сен;0.032;13;92;0.99629;03.янв;0.46;10.авг;4;0
06.июл;0.39;0.31;02.июл;0.054;27;202;0.9948;мар.46;0.57;10.май;6;1
06.май;0.44;0.47;май.45;0.014;44;137;0.98984;мар.13;0.32;13;8;1
06.сен;0.22;0.31;06.мар;0.029;41;131;0.99326;03.авг;0.49;10.авг;6;1
06.июн;0.22;0.29;14.апр;0.046;39;118;0.99834;03.май;0.5;09.янв;6;1
07.июл;0.25;0.3;07.авг;0.038;67;196;0.99555;03.янв;0.5;10.янв;5;0
05.фев;0.155;0.33;01.июн;0.028;13;59;0.98975;03.мар;0.84;11.сен;8;1
7;0.31;0.31;09.янв;0.036;45;140;0.99216;фев.98;0.31;12;7;1
7;0.31;0.31;09.янв;0.036;45;140;0.99216;фев.98;0.31;12;7;1
06.июн;0.22;0.29;14.апр;0.046;39;118;0.99834;03.май;0.5;09.янв;6;1
05.июн;0.21;0.4;01.мар;0.041;81;147;0.9901;мар.22;0.95;11.июн;8;1
05.фев;0.155;0.33;01.июн;0.028;13;59;0.98975;03.мар;0.84;11.сен;8;1
06.апр;0.25;0.32;11.мар;0.038;69;192;0.99573;мар.14;0.5;10.фев;6;1
06.сен;0.22;0.31;06.мар;0.029;41;131;0.99326;03.авг;0.49;10.авг;6;1
05.мар;0.21;0.29;0.7;0.028;11;66;0.99215;03.мар;0.4;09.авг;5;0
07.янв;0.27;0.28;янв.25;0.023;3;89;0.98993;фев.95;0.3;11.апр;4;0
05.фев;0.17;0.27;0.7;0.03;11;68;0.99218;03.мар;0.41;09.авг;5;0
07.июл;0.25;0.3;07.авг;0.038;67;196;0.99555;03.янв;0.5;10.янв;5;0
7;0.12;0.29;10.мар;0.039;41;98;0.99564;мар.19;0.38;09.авг;8;1
7;0.12;0.29;10.мар;0.039;41;98;0.99564;мар.19;0.38;09.авг;8;1
07.янв;0.29;0.34;07.авг;0.036;49;128;0.99397;мар.21;0.4;10.июл;6;1
07.фев;0.3;0.3;08.июл;0.022;14;111;0.99576;03.ноя;0.61;10.июн;5;0
06.авг;0.26;0.46;08.мар;0.037;49;173;0.99601;мар.17;0.47;09.мар;5;0
7;0.12;0.29;10.мар;0.039;41;98;0.99564;мар.19;0.38;09.авг;8;1
07.янв;0.29;0.34;07.авг;0.036;49;128;0.99397;мар.21;0.4;10.июл;6;1
04.сен;0.33;0.31;01.фев;0.016;39;150;0.98713;мар.33;0.59;14;8;1
05.янв;0.29;0.28;08.мар;0.026;27;107;0.99308;мар.36;0.37;11;6;1
05.янв;0.29;0.28;08.мар;0.026;27;107;0.99308;мар.36;0.37;11;6;1
06.авг;0.26;0.48;06.фев;0.049;55;182;0.99582;мар.21;0.45;09.апр;6;1
6;0.28;0.52;5;0.078;30;139;0.99494;03.янв;0.36;9;6;1
6;0.28;0.25;01.авг;0.042;8;108;0.9929;03.авг;0.55;9;5;0
07.фев;0.2;0.22;01.июн;0.044;17;101;0.99471;мар.37;0.53;10;5;0
06.янв;0.27;0.25;01.авг;0.041;9;109;0.9929;03.авг;0.54;9;5;0
6;0.28;0.25;01.авг;0.042;8;108;0.9929;03.авг;0.55;9;5;0
06.апр;0.29;0.3;02.сен;0.036;25;79;0.99037;мар.29;0.6;12.апр;7;1
07.апр;0.35;0.24;6;0.042;28;123;0.99304;мар.14;0.44;11.мар;5;0
08.янв;0.12;0.38;0.9;0.034;36;86;0.99026;02.авг;0.55;12;6;1
06.апр;0.12;0.3;01.янв;0.031;37;94;0.98986;03.янв;0.56;11.июл;6;1
07.фев;0.2;0.22;01.июн;0.044;17;101;0.99471;мар.37;0.53;10;5;0
07.мар;0.4;0.26;май.45;0.016;26;90;0.98951;фев.84;0.54;13.фев;7;1
07.июл;0.11;0.34;14.май;0.04;41;114;0.99634;03.июл;0.59;11;7;1
06.сен;0.23;0.41;8;0.03;30;114;0.99368;мар.22;0.54;11;6;1
06.сен;0.38;0.38;13.янв;0.112;14;94;0.99792;03.фев;0.48;09.фев;5;0
07.май;0.38;0.29;04.сен;0.021;38;113;0.99026;03.авг;0.48;13;7;1
05.авг;0.19;0.24;01.мар;0.044;38;128;0.99362;мар.77;0.6;10.июн;5;0
05.май;0.34;0.26;02.фев;0.021;31;119;0.98919;мар.55;0.49;13;8;1
06.июн;0.23;0.3;14.сен;0.051;33;118;0.99835;03.апр;0.54;9;6;1
06.июн;0.23;0.3;14.сен;0.051;33;118;0.99835;03.апр;0.54;9;6;1
08.апр;0.31;0.31;0.95;0.021;52;148;0.99038;фев.93;0.32;11.май;5;0
06.июл;0.2;0.3;01.апр;0.025;17;76;0.99104;03.ноя;0.44;11;6;1
08.апр;0.31;0.31;0.95;0.021;52;148;0.99038;фев.93;0.32;11.май;5;0
07.мар;0.26;0.24;01.июл;0.05;10;112;0.99286;03.ноя;0.43;09.сен;5;0
06.мар;0.22;0.22;05.июн;0.039;31;128;0.99296;03.дек;0.46;10.апр;6;1
06.июн;0.23;0.3;14.сен;0.051;33;118;0.99835;03.апр;0.54;9;6;1
07.май;0.19;0.4;07.янв;0.056;50;110;0.9954;03.июн;0.52;09.сен;6;1
8;0.14;0.33;01.фев;0.045;71;162;0.9914;03.июл;0.47;11;6;1
06.авг;0.32;0.39;09.июн;0.026;34;124;0.99286;мар.18;0.35;12.янв;6;1
06.июн;0.23;0.2;11.апр;0.044;45;131;0.99604;фев.96;0.51;09.июл;6;1
06.июн;0.23;0.2;11.апр;0.044;45;131;0.99604;фев.96;0.51;09.июл;6;1
06.июл;0.36;0.26;07.сен;0.034;39;123;0.99119;фев.99;0.3;12.фев;7;1
06.янв;0.38;0.42;5;0.016;31;113;0.99007;мар.15;0.31;12.апр;7;1
08.май;0.23;0.28;11.янв;0.033;30;97;0.99507;03.мар;0.39;10.май;7;1
7;0.2;0.31;8;0.05;29;213;0.99596;мар.28;0.57;10.апр;6;1
6;0.26;0.32;03.авг;0.029;48;180;0.99011;мар.15;0.34;12;6;1
06.сен;0.3;0.3;окт.55;0.037;4;28;0.99184;03.июл;0.32;12.июл;6;1
06.июл;0.18;0.28;10.фев;0.039;29;115;0.99469;03.ноя;0.45;10.сен;7;1
06.июл;0.18;0.28;10.фев;0.039;29;115;0.99469;03.ноя;0.45;10.сен;7;1
06.авг;0.18;0.28;09.авг;0.039;29;113;0.99406;03.ноя;0.45;10.сен;7;1
07.фев;0.19;0.31;06.мар;0.034;17;103;0.99305;мар.15;0.52;11.апр;7;1
06.фев;0.16;0.32;01.янв;0.036;74;184;0.99096;мар.22;0.41;11;6;1
5;0.27;0.32;04.май;0.032;58;178;0.98956;мар.45;0.31;12.июн;7;1
06.мар;0.37;0.28;06.мар;0.034;45;152;0.9921;мар.29;0.46;11.июн;7;1
06.июн;0.2;0.27;10.сен;0.038;29;130;0.99496;03.ноя;0.44;10.май;7;1
06.авг;0.18;0.28;09.авг;0.039;29;113;0.99406;03.ноя;0.45;10.сен;7;1
06.авг;0.18;0.28;09.авг;0.039;29;113;0.99406;03.ноя;0.45;10.сен;7;1
06.июн;0.28;0.34;0.8;0.037;42;119;0.9888;03.мар;0.37;12.май;6;1
06.май;0.35;0.36;0.8;0.034;32;111;0.98942;03.ноя;0.5;12.янв;8;1
06.сен;0.25;0.33;01.фев;0.035;35;158;0.99082;03.фев;0.58;11.мар;6;1
6;0.32;0.3;01.мар;0.025;18;112;0.98802;03.июл;0.64;13.мар;7;1
06.авг;0.18;0.28;09.авг;0.039;29;113;0.99406;03.ноя;0.45;10.сен;7;1
06.июл;0.18;0.28;10.фев;0.039;29;115;0.99469;03.ноя;0.45;10.сен;7;1
06.июн;0.2;0.27;10.сен;0.038;29;130;0.99496;03.ноя;0.44;10.май;7;1
06.мар;0.37;0.28;06.мар;0.034;45;152;0.9921;мар.29;0.46;11.июн;7;1
07.фев;0.19;0.31;06.мар;0.034;17;103;0.99305;мар.15;0.52;11.апр;7;1
06.мар;0.18;0.36;01.фев;0.034;26;111;0.99074;мар.16;0.51;11;6;1
06.сен;0.3;0.36;0.9;0.037;40;156;0.98968;03.авг;0.36;12.янв;6;1
06.фев;0.16;0.32;01.янв;0.036;74;184;0.99096;мар.22;0.41;11;6;1
5;0.27;0.32;04.май;0.032;58;178;0.98956;мар.45;0.31;12.июн;7;1
5;0.3;0.33;03.июл;0.03;54;173;0.9887;мар.36;0.3;13;7;1
06.май;0.2;0.5;18.янв;0.054;50;221;0.99941;фев.94;0.64;08.авг;6;1
06.июл;0.25;0.31;янв.35;0.061;30.май;218;0.99388;мар.16;0.53;09.май;5;0
06.июн;0.22;0.36;05.май;0.029;30;105;0.99206;03.фев;0.47;11.авг;6;1
06.авг;0.25;0.37;03.янв;0.026;29;93;0.99035;мар.14;0.45;12.фев;6;1
7;0.13;0.37;дек.85;0.042;36;105;0.99581;03.май;0.55;10.июл;6;1
7;0.45;0.34;19.авг;0.04;12;67;0.9976;03.июл;0.38;11;6;1
07.фев;0.32;0.3;авг.25;0.02;14;104;0.99362;фев.99;0.44;11.апр;6;1
7;0.13;0.37;дек.85;0.042;36;105;0.99581;03.май;0.55;10.июл;6;1
05.сен;0.34;0.3;03.авг;0.035;57;135;0.99016;03.сен;0.34;12;6;1
06.авг;0.22;0.31;06.сен;0.037;33;121;0.99176;03.фев;0.39;11.сен;8;1
07.фев;0.32;0.3;авг.25;0.02;14;104;0.99362;фев.99;0.44;11.апр;6;1
08.апр;0.32;0.35;11.июл;0.029;3;46;0.99439;03.фев;0.34;11.авг;6;1
06.авг;0.27;0.29;04.июн;0.046;6;88;0.99458;мар.34;0.48;10.июн;4;0
8;0.74;0.21;4;0.05;24;133;0.99418;03.июн;0.38;09.июл;5;0
7;0.45;0.34;19.авг;0.04;12;67;0.9976;03.июл;0.38;11;6;1
7;0.13;0.37;дек.85;0.042;36;105;0.99581;03.май;0.55;10.июл;6;1
05.апр;0.22;0.29;01.фев;0.045;69;152;0.99178;мар.76;0.63;11;7;1
08.апр;0.22;0.3;08.сен;0.024;17;118;0.99456;фев.99;0.34;10.май;6;1
07.апр;0.32;0.22;11.июл;0.035;44;150;0.99578;03.янв;0.45;10.апр;5;0
07.май;0.18;0.37;06.фев;0.05;21;138;0.99546;03.фев;0.55;10.май;6;1
07.янв;0.47;0.29;14.авг;0.024;22;142;0.99518;03.дек;0.48;12;8;1
07.янв;0.47;0.29;14.авг;0.024;22;142;0.99518;03.дек;0.48;12;8;1
05.авг;0.19;0.25;10.авг;0.042;33;124;0.99646;мар.22;0.41;09.фев;6;1
06.июл;0.14;0.46;01.июн;0.036;15;92;0.99264;мар.37;0.49;10.сен;5;0
06.авг;0.24;0.38;08.мар;0.045;50;185;0.99578;мар.15;0.5;09.май;6;1
06.сен;0.25;0.47;08.апр;0.042;36;156;0.99604;мар.15;0.55;09.апр;6;1
6;0.24;0.33;02.май;0.026;31;85;0.99014;мар.13;0.5;11.мар;7;1
06.авг;0.29;0.34;03.май;0.054;26;189;0.99489;мар.42;0.58;10.апр;5;0
06.мар;0.33;0.42;17.фев;0.037;57;170;0.99884;мар.26;0.57;09.апр;6;1
06.май;0.23;0.45;02.янв;0.027;43;104;0.99054;03.фев;0.52;11.мар;6;1
06.мар;0.27;0.29;12.фев;0.044;59;196;0.99782;мар.14;0.4;08.авг;6;1
06.мар;0.2;0.37;11.авг;0.045;58;130;0.99519;03.фев;0.35;10.авг;5;0
06.фев;0.33;0.41;16.авг;0.037;58;173;0.99882;мар.25;0.57;09.апр;6;1
06.мар;0.33;0.42;17.фев;0.037;57;170;0.99884;мар.26;0.57;09.апр;6;1
07.фев;0.21;1;01.янв;0.154;46;114;0.9931;фев.95;0.43;09.фев;6;1
6;0.27;0.3;14.июл;0.044;15;144;0.99666;03.дек;0.53;10.мар;6;1
05.июл;0.12;0.26;05.май;0.034;21;99;0.99324;03.сен;0.57;09.сен;6;1
06.сен;0.24;0.37;06.янв;0.027;38;112;0.99086;мар.19;0.34;12.апр;6;1
07.июл;0.18;0.53;01.фев;0.041;42;167;0.9908;03.ноя;0.44;11.сен;5;0
07.янв;0.17;0.43;01.мар;0.023;33;132;0.99067;03.ноя;0.56;11.июл;6;1
07.май;0.33;0.38;08.июл;0.126;49;199;0.99711;фев.98;0.57;09.апр;5;0
06.фев;0.255;0.24;01.июл;0.039;138.5;272;0.99452;мар.53;0.53;09.июн;4;0
07.май;0.33;0.38;08.июл;0.126;49;199;0.99711;фев.98;0.57;09.апр;5;0
05.июн;0.2;0.66;10.фев;0.043;78;175;0.9945;фев.98;0.43;10.апр;7;1
07.июн;0.17;0.36;04.май;0.042;26;102;0.99427;03.сен;0.47;09.май;5;0
05.авг;0.15;0.31;05.сен;0.036;7;73;0.99152;03.фев;0.43;11.сен;6;1
06.мар;0.25;0.44;01.июл;0.024;36;116;0.98935;мар.18;0.4;12.май;6;1
06.сен;0.28;0.41;01.апр;0.016;6;55;0.98876;мар.16;0.4;13.апр;5;0
07.фев;0.27;0.37;05.апр;0.026;27;114;0.99174;мар.13;0.84;12.июл;5;0
06.фев;0.25;0.38;07.сен;0.045;54;208;0.99572;мар.17;0.46;09.янв;5;0
08.май;0.19;0.48;01.янв;0.026;23;58;0.99184;02.сен;0.5;10.май;6;1
06.фев;0.25;0.54;7;0.046;58;176;0.99454;мар.19;0.7;10.апр;5;0
06.фев;0.25;0.54;7;0.046;58;176;0.99454;мар.19;0.7;10.апр;5;0
06.авг;0.28;0.43;07.июн;0.03;30;110;0.99164;03.авг;0.59;12.май;8;1
06.фев;0.25;0.54;7;0.046;58;176;0.99454;мар.19;0.7;10.апр;5;0
07.апр;0.21;0.8;12.мар;0.038;77;183;0.99778;фев.95;0.48;9;5;0
7;0.15;0.38;15.мар;0.045;54;120;0.9975;мар.18;0.42;09.авг;6;1
07.апр;0.21;0.8;12.мар;0.038;77;183;0.99778;фев.95;0.48;9;5;0
07.мар;0.28;0.42;01.фев;0.033;29;142;0.99205;мар.17;0.43;10.июл;4;0
06.янв;0.18;0.38;02.мар;0.033;28;111;0.98962;мар.16;0.49;12.апр;6;1
7;0.53;0.43;06.янв;0.029;6;76;0.99118;03.авг;0.5;12.май;8;1
06.авг;0.28;0.43;07.июн;0.03;30;110;0.99164;03.авг;0.59;12.май;8;1
06.май;0.36;0.38;10.фев;0.028;20;82;0.99274;03.янв;0.43;12.янв;7;1
07.май;0.25;0.47;04.янв;0.041;95;163;0.99184;фев.92;0.59;11.мар;6;1
06.июл;0.24;0.41;02.сен;0.039;48;122;0.99052;мар.25;0.43;12;5;0
06.июн;0.25;0.33;08.май;0.042;29;141;0.99546;мар.28;0.6;10.апр;5;0
06.апр;0.15;0.4;01.май;0.042;23;87;0.98972;03.ноя;0.46;12.фев;7;1
06.мар;0.28;0.3;03.янв;0.039;24;115;0.9942;03.май;0.43;08.июн;5;0
06.фев;0.25;0.38;07.сен;0.045;54;208;0.99572;мар.17;0.46;09.янв;5;0
07.янв;0.28;0.35;03.май;0.028;35;91;0.99022;фев.96;0.33;12.янв;5;0
06.июн;0.35;0.34;04.сен;0.032;9;125;0.99253;мар.32;0.81;12;5;0
08.май;0.19;0.48;01.янв;0.026;23;58;0.99184;02.сен;0.5;10.май;6;1
06.фев;0.25;0.54;7;0.046;58;176;0.99454;мар.19;0.7;10.апр;5;0
6;0.35;0.51;01.фев;0.029;10;102;0.9903;мар.46;0.42;11.сен;6;1
05.авг;0.31;0.32;04.май;0.024;28;94;0.98906;мар.25;0.52;13.июл;7;1
06.июн;0.17;0.35;02.июн;0.03;33;78;0.99146;мар.22;0.72;11.мар;6;1
08.май;0.23;0.4;09.сен;0.036;24;88;0.9951;03.фев;0.42;10.май;6;1
05.авг;0.31;0.32;04.май;0.024;28;94;0.98906;мар.25;0.52;13.июл;7;1
06.янв;0.2;0.34;09.май;0.041;38;201;0.995;мар.14;0.44;10.янв;3;0
06.мар;0.37;0.37;01.май;0.024;12;76;0.98876;фев.94;0.39;12.мар;6;1
06.фев;0.36;0.38;03.фев;0.031;20;89;0.98956;03.июн;0.33;12;7;1
06.июн;0.17;0.35;02.июн;0.03;33;78;0.99146;мар.22;0.72;11.мар;6;1
06.мар;0.28;0.47;11.фев;0.04;61;183;0.99592;03.дек;0.51;09.май;6;1
07.июн;0.27;0.52;03.фев;0.043;28;152;0.99129;03.фев;0.53;11.апр;6;1
7;0.25;0.45;02.мар;0.045;40;118;0.99064;мар.16;0.48;11.сен;7;1
09.июл;0.24;0.49;04.сен;0.032;3;18;0.99368;фев.85;0.54;10;6;1
09.июл;0.24;0.49;04.сен;0.032;3;18;0.99368;фев.85;0.54;10;6;1
06.авг;0.13;0.39;01.апр;0.034;19;102;0.99121;мар.23;0.6;11.мар;7;1
06.июн;0.78;0.5;01.май;0.045;30;133;0.99104;мар.25;0.48;11.июл;5;0
05.янв;0.33;0.27;06.июл;0.022;44;129;0.99221;мар.36;0.39;11;7;1
06.июл;0.34;0.4;02.янв;0.033;34;111;0.98924;фев.97;0.48;12.фев;7;1
06.июл;0.14;0.51;04.мар;0.028;57;124;0.99176;фев.91;0.54;10.июл;7;1
7;0.26;0.34;10.сен;0.038;25;84;0.99432;03.ноя;0.34;10.сен;6;1
06.май;0.29;0.26;7;0.04;18;113;0.99366;мар.17;0.38;10.фев;6;1
7;0.25;0.45;02.мар;0.045;40;118;0.99064;мар.16;0.48;11.сен;7;1
07.июн;0.21;0.49;02.май;0.047;20;130;0.99178;мар.15;0.48;11.янв;5;0
07.июл;0.26;0.51;02.июн;0.045;26;159;0.99126;3;0.5;11.фев;6;1
07.июн;0.27;0.52;03.фев;0.043;28;152;0.99129;03.фев;0.53;11.апр;6;1
07.июл;0.25;0.49;02.май;0.047;31;169;0.99252;03.июл;0.57;10.июн;6;1
07.июн;0.35;0.46;14.июл;0.047;33;151;0.99709;03.мар;0.53;10.мар;5;0
06.сен;0.3;0.36;04.май;0.054;31;203;0.99513;03.апр;0.57;10.апр;4;0
06.июл;0.24;0.46;02.фев;0.033;19;111;0.99045;03.янв;0.62;11.сен;6;1
06.май;0.23;0.39;01.сен;0.036;41;98;0.99;мар.19;0.43;11.сен;7;1
07.июн;0.23;0.34;01.июн;0.043;24;129;0.99305;03.дек;0.7;10.апр;5;0
06.май;0.24;0.39;17.мар;0.052;22;126;0.99888;03.ноя;0.47;09.фев;6;1
06.мар;0.17;0.32;04.фев;0.04;37;117;0.99182;мар.24;0.43;11.мар;6;1
06.мар;0.17;0.32;04.фев;0.04;37;117;0.99182;мар.24;0.43;11.мар;6;1
06.июл;0.21;0.37;02.май;0.034;35;89;0.9913;мар.25;0.5;11;7;1
06.май;0.23;0.39;01.сен;0.036;41;98;0.99;мар.19;0.43;11.сен;7;1
05.сен;0.28;0.39;01.апр;0.031;47;147;0.98836;03.авг;0.64;12.сен;7;1
05.сен;0.19;0.37;0.8;0.027;3;21;0.9897;03.сен;0.31;10.авг;5;0
06.фев;0.25;0.42;8;0.049;53;206;0.99586;мар.16;0.47;09.янв;6;1
07.июн;0.23;0.34;01.июн;0.043;24;129;0.99305;03.дек;0.7;10.апр;5;0
05.июн;0.18;0.27;01.июл;0.03;31;103;0.98892;мар.35;0.37;12.сен;6;1
05.май;0.18;0.22;05.май;0.037;10;86;0.99156;мар.46;0.44;12.фев;5;0
06.май;0.24;0.39;17.мар;0.052;22;126;0.99888;03.ноя;0.47;09.фев;6;1
07.апр;0.23;0.38;08.июн;0.052;41;150;0.99534;03.июн;0.46;10.мар;5;0
07.фев;0.17;0.37;06.сен;0.059;47;128;0.99322;03.авг;0.46;11;7;1
07.июн;0.3;0.38;02.янв;0.043;10;98;0.99296;мар.17;0.65;11;5;0
5;0.24;0.21;02.фев;0.039;31;100;0.99098;мар.69;0.62;11.июл;6;1
06.янв;0.21;0.38;01.май;0.039;37;122;0.98972;03.фев;0.43;12;6;1
06.май;0.33;0.38;02.май;0.047;30;148;0.98964;мар.17;0.43;12.июл;6;1
06.мар;0.35;0.26;17.июн;0.061;59;198;0.99918;03.ноя;0.49;08.авг;5;0
06.мар;0.17;0.32;04.фев;0.04;37;117;0.99182;мар.24;0.43;11.мар;6;1
06.июн;0.25;0.35;02.сен;0.034;38;121;0.99008;мар.19;0.4;12.авг;6;1
06.май;0.16;0.33;04.авг;0.043;45;114;0.992;мар.18;0.44;11.фев;6;1
06.июн;0.39;0.39;11.сен;0.057;51;221;0.99851;мар.26;0.51;08.сен;6;1
05.июн;0.19;0.27;0.9;0.04;52;103;0.99026;03.май;0.39;11.фев;5;0
06.фев;0.25;0.39;01.мар;0.051;42;135;0.9906;мар.23;0.4;11.янв;6;1
06.сен;0.22;0.43;06.апр;0.042;34;115;0.99293;03.май;0.51;10.авг;6;1
06.фев;0.19;0.29;04.мар;0.045;33;126;0.99658;мар.18;0.42;09.мар;6;1
06.июн;0.39;0.39;11.сен;0.057;51;221;0.99851;мар.26;0.51;08.сен;6;1
05.сен;0.33;0.32;08.янв;0.038;9;34;0.9911;мар.22;0.36;12.июл;7;1
07.авг;0.17;0.5;01.мар;0.045;35;140;0.9904;мар.16;0.4;12;6;1
05.май;0.19;0.27;0.9;0.04;52;103;0.99026;03.май;0.39;11.фев;5;0
06.фев;0.23;0.36;17.фев;0.039;37;130;0.99946;мар.23;0.43;08.авг;6;1
06.фев;0.23;0.36;17.фев;0.039;37;130;0.99946;мар.23;0.43;08.авг;6;1
06.фев;0.23;0.36;17.фев;0.039;37;130;0.99946;мар.23;0.43;08.авг;6;1
07.фев;0.32;0.4;08.июл;0.038;45;154;0.99568;03.фев;0.47;10.апр;6;1
06.фев;0.23;0.36;17.фев;0.039;37;130;0.99946;мар.23;0.43;08.авг;6;1
07.фев;0.32;0.4;08.июл;0.038;45;154;0.99568;03.фев;0.47;10.апр;6;1
05.авг;0.39;0.47;07.май;0.027;12;88;0.9907;мар.38;0.45;14;6;1
06.фев;0.23;0.36;17.фев;0.039;37;130;0.99946;мар.23;0.43;08.авг;6;1
07.июн;0.25;янв.23;04.июн;0.035;51;294;0.99018;03.мар;0.43;13.янв;6;1
05.авг;0.29;0.33;03.июл;0.029;30;88;0.98994;мар.25;0.42;12.мар;6;1
07.фев;0.4;0.38;02.фев;0.03;40;109;0.99075;мар.27;0.46;12.июн;6;1
06.авг;0.39;0.34;07.апр;0.02;38;133;0.99212;мар.18;0.44;12;7;1
06.янв;0.17;0.42;15.янв;0.033;28;124;0.99684;фев.87;0.47;09.май;5;0
06.авг;0.39;0.34;07.апр;0.02;38;133;0.99212;мар.18;0.44;12;7;1
07.янв;0.36;0.37;04.авг;0.019;39;114;0.99036;03.авг;0.49;12.июл;7;1
06.сен;0.19;0.32;07.сен;0.042;30;130;0.99456;03.апр;0.39;10.май;6;1
06.май;0.34;0.46;1;0.023;6;80;0.98865;мар.15;0.54;12.сен;6;1
06.янв;0.17;0.42;15.янв;0.033;28;124;0.99684;фев.87;0.47;09.май;5;0
06.авг;0.39;0.34;07.апр;0.02;38;133;0.99212;мар.18;0.44;12;7;1
07.янв;0.36;0.37;04.авг;0.019;39;114;0.99036;03.авг;0.49;12.июл;7;1
07.авг;0.3;0.36;04.июн;0.024;20;198;0.99222;03.июн;0.66;11.сен;6;1
06.янв;0.68;0.52;01.апр;0.037;32;123;0.99022;мар.24;0.45;12;6;1
05.фев;0.34;0.37;06.фев;0.031;42;133;0.99076;мар.25;0.41;12.май;6;1
05.июн;0.28;0.4;06.янв;0.034;36;118;0.99144;мар.21;0.43;12.янв;7;1
06.фев;0.19;0.38;05.янв;0.019;22;82;0.98961;03.май;0.36;12.май;6;1
05.июл;0.16;0.26;06.мар;0.043;28;113;0.9936;03.июн;0.58;09.сен;6;1
07.июн;0.17;0.46;0.9;0.036;63;147;0.99126;03.фев;0.41;10.июл;6;1
